rxcui,drug_name,tty,current_final,production,bucket,qa_prior,qa_cat
1053859,ammonium lactate 100 MG/ML / urea 200 MG/ML Topical Cream [Carb-O-Lac],SBD,D02AE01,D02AE01|G01AD01,A4-combo-single,,
1085987,triamcinolone acetonide 3 MG/ML Injectable Suspension [TAC],SBD,A01AC01|C05AA12|H02AB08|R03BA06,A01AC01|H02AB08|R01AD11,A2-combo-multi,CHANGE_WRONG,route-pollution
244399,flurandrenolide 0.5 MG/ML / neomycin 5 MG/ML Topical Cream,SCD,D06AX04|D07AC07,D07AC07,A2-combo-multi,,
283224,capsaicin 0.25 MG/ML / menthol 10 MG/ML / methyl salicylate 120 MG/ML Topical Cream,SCD,M02AC,N01BX04,A4-combo-single,,
1658091,ado-trastuzumab emtansine 160 MG Injection [KADCYLA],SBD,L01FD03,L01XC14,A3-single-single,,
1658308,salicylic acid 20 MG/ML Topical Cream [Nuvileo],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
860103,ketorolac tromethamine 4 MG/ML Ophthalmic Solution,SCD,S01BC05,M01AB15|S01BC05,A4-combo-single,,
1000682,sulfacetamide sodium 0.1 MG/MG Ophthalmic Ointment [Cetamide],SBD,S01AB04,D10AB02,A4-combo-single,,
1739875,lidocaine 0.036 MG/MG / menthol 0.0125 MG/MG Medicated Patch [Lidopatch],SBD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1738136,"hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule [UTA Capsule Reformulated Feb 2016]",SBD,A03BA03|J01XX05|V03AB17|V04CG05,A03BA03|J01XX05,A2-combo-multi,,
1115980,ephedrine hydrochloride 1.6 MG/ML / potassium iodide 30 MG/ML Oral Solution,SCD,C01CA26|R03CA02|R05CA02|V03AB21,R01AA03|R03CA02,A2-combo-multi,,
1116971,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,M02AC,N01BX04,A4-combo-single,,
603646,carbetapentane tannate 6 MG/ML / phenylephrine tannate 1 MG/ML / pyrilamine tannate 6 MG/ML Oral Suspension [C-Tanna 12D],SBD,R01BA03|R05DB05|R06AC01,R05DB05,A2-combo-multi,,
860164,guaifenesin 20 MG/ML / hydrocodone bitartrate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution [MonteFlu HC],SBD,R01BA03|R05CA03|R05DA03,R05CA03|R05DA03,A2-combo-multi,,
1042818,salicylic acid 0.02 MG/MG Topical Gel [GM Collin Puracne],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1043539,capsaicin 0.00025 MG/MG / menthol 0.1 MG/MG Topical Gel [Capzasin Quick Relief],SBD,M02AB,N01BX04,A4-combo-single,,
1039339,ethanol 0.8 ML/ML Topical Solution,SCD,D08AX08,D08AX08|V03AB16|V03AZ01,A4-combo-single,,
1046961,atropine sulfate 0.0194 MG / hyoscyamine sulfate 0.1037 MG / phenobarbital 16.2 MG / scopolamine hydrobromide 0.0065 MG Oral Tablet [Spasmolin],SBD,A03BA01|A03BA03|A04AD01|N03AA02|N05CM05,A03BA03|N03AA02,A2-combo-multi,,
243998,iodine 0.15 MG Oral Tablet,SCD,H03CA,D08AG03,A3-single-single,,
244642,dimethicone 20 MG/ML Topical Cream,SCD,D02AA,P03AX05,A4-combo-single,,
311368,lopinavir 133 MG / ritonavir 33.3 MG Oral Capsule,SCD,J05AR10,J05AE03,A4-combo-single,,
2003662,"fibrinogen, human 106 MG/ML / thrombin, human 625 UNT/ML Topical Solution [Tisseel]",SBD,B02BC30,B05XA07,A4-combo-single,CHANGE_CORRECT,
204919,zinc oxide 0.25 MG/MG Paste,SCD,D02AB,C05AX04,A4-combo-single,,
2052609,tacrolimus 0.2 MG Granules for Oral Suspension [Prograf],SBD,L04AD02,D11AH01|L04AD02,A3-single-single,,
207290,metronidazole 500 MG Oral Tablet [Flagyl],SBD,A01AB17|J01XD01|P01AB01,P01AB01,A1-single-multi,,
402092,cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis],SBD,S01XA18,L04AD01,A4-combo-single,,
884202,chlorthalidone 15 MG / clonidine hydrochloride 0.2 MG Oral Tablet [Clorpres],SBD,C02AC01|C03BA04|N02CX02,C03BA04,A2-combo-multi,,
1098161,sodium hyaluronate 1 MG/ML Topical Lotion,SCD,D03AX05,M09AX01,A4-combo-single,,
1101845,phenol 14 MG/ML Mucosal Spray [Mycinette Sore Throat Spray],SBD,N01BX03,D08AE03,A4-combo-single,,
2106103,zinc oxide 99 MG/ML Topical Cream,SCD,D02AB,C05AX04,A4-combo-single,,
210804,aluminum hydroxide 400 MG Oral Capsule [Alu-Cap],SBD,A02AB01|A02AB02,A02AB01,A1-single-multi,,
404032,Twice-Daily clindamycin 0.01 MG/MG Topical Gel [Clindamax],SBD,D10AF01,D10AF01|J01FF01,A4-combo-single,,
1012757,carbinoxamine maleate 1 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,SCD,R01BA03|R06AA08,R06AA08,A2-combo-multi,,
1053426,{1 (5100 MG) (benzocaine 0.075 MG/MG Oral Gel [Orajel]) / 1 (5100 MG) (benzocaine 0.1 MG/MG Oral Gel [Orajel]) } Pack [Orajel Daytime and Nighttime Formula],BPCK,C05AD03|D04AB04|N01BA05|R02AD01,R02AD01,A2-combo-multi,,
282739,chlorpheniramine maleate 0.4 MG/ML / phenylephrine hydrochloride 2 MG/ML / pyrilamine maleate 2 MG/ML Oral Solution,SCD,R01BA03|R06AB04|R06AC01,R06AB04,A2-combo-multi,,
308077,aluminum hydroxide 61.4 MG/ML / magnesium hydroxide 20.6 MG/ML Oral Suspension,SCD,A02AA04|A02AB01|A02AB02|G04BX01,A02AB01,A2-combo-multi,CHANGE_WRONG,other
1673147,3 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine],SBD,A01AD01|B02BC09|C01CA24|N01BB01|R03AA01,N01BB01,A2-combo-multi,CHANGE_WRONG,ingredient-level-overbroad
616279,sunitinib 12.5 MG Oral Capsule,SCD,L01EX01,L01XE04,A3-single-single,,
1000407,norethindrone acetate 5 MG Oral Tablet [Aygestin],SBD,G03AC01,G03DC02,A3-single-single,,
1049110,benzethonium chloride 2 MG/ML / benzocaine 32 MG/ML Topical Spray,SCD,D04AB04|D08AJ08,R02AA09,A2-combo-multi,,
1740883,lidocaine 40 MG/ML / menthol 10 MG/ML Topical Cream [Doans Pain Relieving],SBD,C05AD01|D04AB01,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
1792775,aluminum phosphate 123.8 MG/ML / dimethicone 2 MG/ML / magnesium hydroxide 20 MG/ML Oral Suspension,SCD,A02AA04|A02AB03|G04BX01|P03AX05,A02AB03|P03AX05,A2-combo-multi,,
1860241,50 ML potassium chloride 0.2 MEQ/ML Injection,SCD,A12BA01,A12BA01|B05XA01,A4-combo-single,,
1867999,5 ML epinephrine 0.005 MG/ML / lidocaine hydrochloride 15 MG/ML Injection [Xylocaine with Epinephrine],SBD,N01BB02,C01CA24|D04AB01|N01BB02|R02AD02|S01EA01,A4-combo-single,,
197383,atenolol 50 MG / chlorthalidone 25 MG Oral Tablet,SCD,C07CB03,C03BA04|C07AB03,A4-combo-single,,
197572,desonide 0.5 MG/ML Topical Lotion,SCD,D07AB08,D07AB08|S01BA11,A4-combo-single,,
1251335,{28 (ethinyl estradiol 0.0025 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack [Femhrt 0.5/2.5 28 Day],BPCK,G03AC01|G03CA01|G03DC02|L02AA03,G03CA01|G03DC02,A2-combo-multi,,
1252016,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 5 (ethinyl estradiol 0.01 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [Viorele 28 Day],BPCK,G03AA09,G03AA09|G03AC09|G03CA01,A4-combo-single,,
1293472,chlorpheniramine tannate 0.9 MG/ML / phenylephrine tannate 1 MG/ML Oral Suspension,SCD,R01BA03|R06AB04,R06AB04,A2-combo-multi,,
1293512,caffeine 100 MG / ergotamine tartrate 1 MG Oral Tablet [Wigraine],SBD,N02CA02|N06BC01,N02CA02|N02CA52|N06BC01,A2-combo-multi,,
1293731,hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream [ProctoCream-HC],SBD,A07EA02|C05AA01|C05AD07|D07AA02|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
1294350,diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Chewable Tablet [Aldex CT],SBD,R01BA03|R06AA02,D04AA32|R01AA04|R06AA02|S01FB01|S01XA20,A2-combo-multi,,
1294368,carbetapentane tannate 6 MG/ML / diphenhydramine tannate 5 MG/ML Extended Release Suspension,SCD,R05DB05|R06AA02,R05DB05,A2-combo-multi,,
1294567,acetaminophen 500 MG / diphenhydramine hydrochloride 12.5 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,SCD,N02BE01|R01BA02|R06AA02,N02BE01|R01BA02,A2-combo-multi,,
1299764,isoproterenol hydrochloride 0.31 MG/ML Inhalation Solution,SCD,R03AB02|R03CB01,C01CA02|R03AB02|R03CB01,A2-combo-multi,,
1300363,salicylic acid 0.02 MG/MG Topical Gel [No Zit Sherlock],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1313785,cysteamine 4.4 MG/ML Ophthalmic Solution [Cystaran],SBD,S01XA21,A16AA04,A4-combo-single,,
1356330,camphor 14.8 MG/ML / capsaicin 0.056 MG/ML / menthol 39.5 MG/ML / methyl salicylate 39.5 MG/ML / peppermint oil 19.5 MG/ML / zinc oxide 188 MG/ML Medicated Pad,SCD,M02AB01,C05AX04|N01BX04,A4-combo-single,,
1356527,ivermectin 0.272 MG / praziquantel 228 MG / pyrantel 228 MG Chewable Tablet [Quadriguard],SBD,P02BA01|P02CC01|P02CF01,P02BA01|P02CC01,A2-combo-multi,,
1359352,bacitracin 0.5 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment [Atopalm First Aid Moisturizing and Pain Relief],SBD,C05AD07|D04AB07|D06AX04|D06AX05,A07AA01|D06AX04|S01AA03,A2-combo-multi,,
1363770,phenylephrine tannate 2 MG/ML Extended Release Suspension,SCD,R01BA03,R01AA04|S01FB01|S01XA20,A4-combo-single,,
1364392,salicylic acid 20 MG/ML Medicated Liquid Soap [Stridex],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1367212,acetaminophen 500 MG / phenylephrine hydrochloride 15 MG Oral Tablet,SCD,N02BE01|R01BA03,N02BE01,A2-combo-multi,,
198001,bendroflumethiazide 5 MG / nadolol 80 MG Oral Tablet,SCD,C07BA12,C03AA01|C07AA12|C07BA12,A4-combo-single,,
1432785,camphor 0.108 MG/MG / phenol 0.047 MG/MG Topical Gel [ChapIce with Phenol],SBD,C05BB05|D08AE03,D08AE03,A2-combo-multi,,
1442280,salicylic acid 20 MG/ML Medicated Pad [Cebatrol],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1442714,salicylic acid 20 MG/ML Topical Cream [Zit Stick],SBD,D02AF,D01AE12|N02BA04,A4-combo-single,,
1537095,{1 (acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) / 1 (acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution) } Pack,GPCK,D04AA32|N02BE01|R01AA04|R01AB01|R01BA03|R05CA03|R06AA02|S01FB01|S01GA05,N02BE01|R05CA03,A2-combo-multi,,
1537071,benzalkonium chloride 1.3 MG/ML / lidocaine 40 MG/ML Medicated Liquid Soap,SCD,C05AD01|D04AB01|D08AJ01|D09AA11,D04AB01|D08AJ01|D08AJ08|N01BB02|R02AA16|R02AD02,A2-combo-multi,,
1546164,ivermectin 5 MG/ML Topical Solution [Bimectin],SBD,D11AX22,D11AX22|P02CF01,A4-combo-single,,
1371365,chlorhexidine gluconate 20 MG/ML / ketoconazole 10 MG/ML Topical Spray,SCD,D01AC08|D08AC02,A01AB03|D01AC08|D08AC02|J02AB02|R02AA05,A2-combo-multi,,
1918252,sodium fluoride 0.0008 MG/MG / sodium monofluorophosphate 0.004 MG/MG Toothpaste,SCD,A01AA01|A01AA02|A12CD01|A12CD02,A01AA01,A2-combo-multi,,
1245259,povidone-iodine 65 MG/ML Medicated Liquid Soap [E-Z Scrub Povidone Iodine],SBD,D08AG02|D09AA09|D11AC06,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A2-combo-multi,,
1247574,miconazole nitrate 20 MG/ML Topical Cream [Miranel],SBD,D01AC02,A01AB09|D01AC02|G01AF04,A4-combo-single,,
1292988,chlorpheniramine maleate 0.4 MG/ML / methscopolamine nitrate 0.3 MG/ML / phenylephrine hydrochloride 2 MG/ML Extended Release Suspension,SCD,A03BB03|R01BA03|R06AB04,R06AB04,A2-combo-multi,,
1293665,aspirin 81 MG Delayed Release Oral Tablet [Aspir-Low],SBD,A01AD05|B01AC06|N02BA01,B01AC06|N02BA01|N02BA51,A1-single-multi,,
1302845,24 HR phentermine 3.75 MG / topiramate 23 MG Extended Release Oral Capsule [Qsymia],SBD,A08AA51,A08AA01|N03AX11,A4-combo-single,,
1357871,phenylephrine hydrochloride 1.56 MG/ML Oral Solution,SCD,R01BA03,R01AA04|S01FB01|S01XA20,A4-combo-single,,
1367214,acetaminophen 81 MG / phenylephrine hydrochloride 1.25 MG Chewable Tablet,SCD,N02BE01|R01BA03,N02BE01,A2-combo-multi,,
1373130,lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch,SCD,D04AB01,D04AB01|N01BB02|R02AD02,A4-combo-single,CHANGE_CORRECT,
1430400,12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 1.25 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,SCD,A03BB03|R01BA02|R06AB04,R01BA02|R06AB04,A2-combo-multi,,
1435267,betamethasone 0.284 MG/ML / gentamicin 0.57 MG/ML Topical Spray [Betagen brand of Betamethasone and Gentamicin],SBD,C05AA05|D06AX07|D07AC01|D07XC01,D06AX07|D07AC01|H02AB01|S01BA06|S03AA06|S03BA03,A2-combo-multi,,
1435634,dyclonine hydrochloride 5 MG/ML / phenol 5 MG/ML Topical Cream,SCD,C05BB05|D08AE03,D08AE03,A2-combo-multi,,
1435889,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Transanosil],SBD,M02AB01,N01BX04,A4-combo-single,,
1486983,docusate sodium 20 MG/ML Enema,SCD,A06AG10,A06AA02,A4-combo-single,,
1534818,capsaicin 0.00025 MG/MG / menthol 0.1 MG/MG Topical Gel [Corisin],SBD,M02AB01,N01BX04,A4-combo-single,,
1542929,miconazole nitrate 0.02 MG/MG Vaginal Ointment [Femmesil],SBD,G01AF04,A01AB09|D01AC02|G01AF04,A4-combo-single,,
1591995,salicylic acid 20 MG/ML Medicated Liquid Soap [Kleer Plex],SBD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1594682,salicylic acid 1.9 MG/ML Medicated Pad,SCD,D01AE12,D01AE12|N02BA04,A4-combo-single,,
1649341,benzocaine 0.2 MG/MG Oral Gel [Anesgerm],SBD,C05AD03|D04AB04|N01BA05|R02AD01,R02AD01,A2-combo-multi,,
1737758,2 ML lidocaine hydrochloride 20 MG/ML Injection [Xylocaine],SBD,C01BB01,N01BB02,A4-combo-single,,
1799178,ascorbic acid 125 MG / iron carbonyl 65 MG Delayed Release Oral Tablet [Vitron-C Reformulated Jul 2016],SBD,B03AA,A11GA01,A4-combo-single,,
1870676,2 ML gentamicin 10 MG/ML Injection,SCD,J01GB03,D06AX07|S03AA06,A4-combo-single,,
1873995,{63 (ribociclib 200 MG Oral Tablet [Kisqali]) } Pack [Kisqali 600 MG Daily Dose Carton],BPCK,L01EF02,L01XE42,A6-pack-other,,
1942757,coal tar 10 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Ala Seb T],SBD,D05AA,D10AB02,A4-combo-single,,
1291386,cetylpyridinium chloride 10 MG/ML / chloroxylenol 5 MG/ML / triacetin 120 MG/ML Topical Spray,SCD,D08AE05|D08AJ03|D09AA07,D08AE05,A2-combo-multi,,
1297641,capsaicin 0.5 MG/ML / menthol 100 MG/ML / methyl salicylate 200 MG/ML Topical Lotion [Rock Sauce],SBD,M02AB01,N01BX04,A4-combo-single,,
1304971,benzocaine 20 MG/ML / cetylpyridinium chloride 1 MG/ML / menthol 1.5 MG/ML / zinc chloride 1 MG/ML Mucous Membrane Topical Solution [Bucalsep],SBD,R02AA,B05XA12,A4-combo-single,UNSURE,l4-vs-l5-granularity
1366149,cholecalciferol 14000 UNT / vitamin E 34 UNT Oral Wafer [Replesta NX],SBD,A11JA,A11CC05|A11HA03,A4-combo-single,,
1423967,12 HR clemastine fumarate 1.34 MG Extended Release Oral Tablet [Wal-Hist 12 HR Relief],SBD,R06AA04,D04AA14|R06AA04,A3-single-single,,
1424374,12 HR chlorpheniramine maleate 12 MG / methscopolamine nitrate 2.5 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,SCD,A03BB03|R01BA03|R06AB04,R06AB04,A2-combo-multi,,
1428025,ammonium lactate 120 MG/ML Topical Cream [Geri-Hydrolac],SBD,D02AX,G01AD01,A4-combo-single,,
197771,hydrochlorothiazide 50 MG / reserpine 0.125 MG Oral Tablet,SCD,C02LA01,C02AA02|C03AA03,A4-combo-single,,
1546074,lidocaine hydrochloride 45 MG/ML Rectal Cream,SCD,C05AD01,D04AB01|N01BB02|R02AD02,A4-combo-single,,
1591982,dimethicone 0.018 MG/MG / zinc oxide 0.02 MG/MG Topical Ointment,SCD,D02AA,P03AX05,A4-combo-single,,
1592912,sulfadiazine 333 MG/ML / trimethoprim 67 MG/ML Oral Suspension [Equisul SDT],SBD,J01EE02,J01EA01|J01EC02,A4-combo-single,,
285007,sodium fluoride 1 MG/ML Oral Solution [Karidium],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
1737757,2 ML lidocaine hydrochloride 20 MG/ML Injection,SCD,C01BB01,N01BB02,A4-combo-single,,
1805278,lidocaine hydrochloride 10 MG/ML / pramoxine hydrochloride 10 MG/ML Medicated Shampoo,SCD,C05AD01|C05AD07|D04AB01|D04AB07,D04AB01|N01BB02|R02AD02,A2-combo-multi,,
1876355,benzethonium chloride 1.2 MG/ML Topical Spray,SCD,D08AJ08,R02AA09,A4-combo-single,,
1246373,salicylic acid 20 MG/ML / zinc pyrithione 10 MG/ML Medicated Shampoo [X-Seb Plus],SBD,D01AE12|D11AX12,D11AX12,A2-combo-multi,,
1300294,benzethonium chloride 2 MG/ML / benzocaine 200 MG/ML Topical Cream,SCD,D04AB04|D08AJ08,R02AA09,A2-combo-multi,,
1487267,sodium fluoride 20 MG/ML Oral Foam [Gelato sodium fluoride],SBD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
792052,hydrocortisone 20 MG/ML Topical Lotion [Coraz],SBD,D07AA02|D07XA01,A01AC03|A07EA02|D07AA02|D07AB02|D07AB11|H02AB09|S01BA02,A2-combo-multi,,
639888,emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet [Truvada],SBD,J05AR03,J05AF07|J05AF09,A4-combo-single,,
731541,2 ML penicillin G benzathine 300000 UNT/ML / penicillin G procaine 300000 UNT/ML Prefilled Syringe [Bicillin],SBD,J01CE08,J01CE08|J01CE09,A4-combo-single,,
798179,povidone-iodine 100 MG/ML Medicated Pad [Pharmadine],SBD,D08AG02|D09AA09|D11AC06,D08AG02|D09AA09|D11AC06|G01AX11|R02AA15,A2-combo-multi,,
800241,alanine 9.93 MG/ML / arginine 10.2 MG/ML / aspartate 7 MG/ML / glutamate 7.38 MG/ML / glycine 5 MG/ML / histidine 3 MG/ML / isoleucine 6.6 MG/ML / leucine 10 MG/ML / lysine 10.5 MG/ML / methionine 1.72 MG/ML / phenylalanine 2.98 MG/ML / proline 7.22 MG/ML / serine 5.3 MG/ML / threonine 4 MG/ML / tryptophan 2 MG/ML / tyrosine 2.7 MG/ML / valine 5 MG/ML Injectable Solution [Aminosyn II 10 %],SBD,B05BA01,B05CX03|B05XB03|N06AX02|V03AB26,A4-combo-single,,
994528,aspirin 385 MG / caffeine 30 MG / orphenadrine citrate 25 MG Oral Tablet,SCD,M03BC01,N06BC01,A4-combo-single,,
311996,nitrofurazone 2 MG/ML Topical Cream,SCD,D08AF01|D09AA03,B05CA03|D08AF01|D09AA03|P01CC02|S01AX04|S02AA02,A2-combo-multi,,
900580,sodium chloride 30 MG/ML Nasal Spray [Simply Saline],SBD,A12CA01|B05CB01|B05XA03,A12CA01|B05BB01|B05CB01|B05XA03|S01XA03,A2-combo-multi,,
308293,acetaminophen 180 MG / caffeine 30 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 10 MG Oral Tablet,SCD,N02BE01|N06BC01|R01BA03|R06AB04|R06AC01,N02BE01|N06BC01|R06AB04,A2-combo-multi,,
310767,hexobarbital 260 MG Oral Tablet,SCD,N05CA16,N01AF02|N05CA16,A3-single-single,,
1087410,24 HR ascorbic acid 500 MG / biotin 0.15 MG / copper sulfate 3 MG / dl-alpha tocopheryl acetate 30 UNT / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 150 MG / vitamin B12 0.06 MG Extended Release Oral Tablet [Hemax],SBD,B03AE04,A11GA01|A11HA03|A11HA05|B03BA01|B03BB01|V03AB20,A4-combo-single,,
311369,lopinavir 80 MG/ML / ritonavir 20 MG/ML Oral Solution,SCD,J05AR10,J05AE03,A4-combo-single,,
198741,magnesium oxide 400 MG Oral Tablet,SCD,A12CC10,A02AA02|A02AA04,A3-single-single,CHANGE_CORRECT,
2003378,camphor 40 MG/ML / capsaicin 2.5 MG/ML / menthol 70 MG/ML / methyl salicylate 450 MG/ML Topical Oil,SCD,M02AC,N01BX04,A4-combo-single,,
207352,minocycline 50 MG Oral Capsule [Dynacin],SBD,A01AB23|J01AA08,J01AA08,A1-single-multi,,
207850,tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobrex],SBD,S01AA12,J01GB01|S01AA12,A4-combo-single,,
351455,tetracycline hydrochloride 250 MG Oral Capsule [Tetracon],SBD,A01AB13|J01AA07|S03AA02,J01AA07,A1-single-multi,,
746756,sodium fluoride 0.005 MG/MG Oral Gel,SCD,A01AA01|A12CD01,A01AA01,A2-combo-multi,,
790879,dexamethasone 1 MG/ML / neomycin 3.5 MG/ML Ophthalmic Solution [Neo-Decadron],SBD,S01AA03|S01BA01|S01CB01|S03AA01|S03BA01,A07AA01|D06AX04|H02AB02|S01AA03|S01BA01,A2-combo-multi,,
308712,betamethasone 0.00025 MG/MG Topical Gel,SCD,C05AA05|D07AC01|D07XC01,D07AC01|H02AB01|S01BA06|S03BA03,A2-combo-multi,,
308495,bacitracin 0.4 UNT/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment,SCD,S01AA03|S01AA18|S01AA32|S03AA01|S03AA03,A07AA01|D06AX04|S01AA03,A2-combo-multi,,
2048979,1 ML ethanol 0.99 ML/ML Injection,SCD,V03AZ01,D08AX08|V03AB16|V03AZ01,A4-combo-single,,
996288,benzocaine 0.2 MG/MG Oral Gel [Hurricaine],SBD,N01BA05,R02AD01,A4-combo-single,,
904238,potassium chloride 2.42 MEQ Oral Tablet,SCD,A12BA01,A12BA01|B05XA01,A3-single-single,,
312398,phenylephrine 0.0025 MG/MG Rectal Suppository,SCD,C05AX06,R01AA04|S01FB01|S01XA20,A4-combo-single,,
1089027,codeine phosphate 1 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension [Zodryl DEC],SBD,R05FA02,R01BA02|R05CA03|R05DA04,A4-combo-single,,
643123,prednisolone 10 MG Disintegrating Oral Tablet,SCD,H02AB06,A07EA01|H02AB06|S01BA04|S03BA02,A3-single-single,,
745051,penicillin G potassium 200000 UNT Oral Tablet,SCD,J01CE01|J01CE08|J01CE09,J01CE08|J01CE09,A1-single-multi,,
884175,clonidine hydrochloride 0.1 MG Oral Tablet [Catapres],SBD,C02AC01|N02CX02,N02CX02,A1-single-multi,,
895664,diphenhydramine citrate 38 MG / ibuprofen 200 MG Oral Tablet,SCD,M01AE01|M01AE14,D04AA32|M01AE01|M01AE14|M02AA13|R06AA02,A2-combo-multi,,
309340,clindamycin 9 MG/ML Injectable Solution,SCD,J01FF01,D10AF01|J01FF01,A4-combo-single,,
1992526,diphenhydramine hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Wal-Dryl PE],SBD,R01BA53,D04AA32|R01AA04|R06AA02|S01FB01|S01XA20,A4-combo-single,,
997557,sodium fluoride 2.2 MG Chewable Tablet [Renaf],SBD,A01AA01|A12CD01,A01AA01,A1-single-multi,,
199161,salicylic acid 176 MG/ML Topical Solution,SCD,D11AF,D01AE12|N02BA04,A4-combo-single,,
351519,prednisolone 5 MG Oral Tablet [Cotolone],SBD,A01AC04|A07EA01|C05AA04|H02AB06|S03BA02,H02AB06,A1-single-multi,,
656866,castor oil 0.706 MG/MG / Peruvian balsam 0.0963 MG/MG / trypsin 0.00018 MG/MG Topical Ointment [Allanderm],SBD,D03BA01,A06AB05,A4-combo-single,,
637197,2 ML ibuprofen 10 MG/ML Injection [Neoprofen],SBD,M01AE01,M01AE01|M01AE14|M02AA13,A4-combo-single,,
795716,{12 (dexamethasone 0.75 MG Oral Tablet [Decadron]) } Pack [Decadron 5-12],BPCK,H02AB02,H02AB02|S01BA01,A6-pack-other,,
979316,metaproterenol sulfate 50 MG/ML Inhalation Solution,SCD,R03AB03,R03CB03,A4-combo-single,,
763168,{7 (niacin 375 MG Extended Release Oral Tablet) / 7 (niacin 500 MG Extended Release Oral Tablet) / 7 (niacin 750 MG Extended Release Oral Tablet) } Pack,GPCK,C04AC01|C10AD02,C10AD02,A2-combo-multi,,
895384,erythromycin ethylsuccinate 40 MG/ML / sulfisoxazole 120 MG/ML Oral Suspension [E.S.P.],SBD,J01EB05|J01FA01,J01FA01,A2-combo-multi,,
899228,calcium lactate 0.0065 MEQ/ML / glucose 95.6 MG/ML / magnesium citrate 0.002 MEQ/ML / potassium chloride 0.0204 MEQ/ML / sodium chloride 0.198 MEQ/ML Oral Solution,SCD,A06AD19|A12AA05|A12BA01|A12CA01|A12CC04|B05CB01|B05CB03|B05CX01|V04CA02|V06DC01,A12AA05,A2-combo-multi,,
896893,aspirin 325 MG / caffeine 16 MG / salicylamide 95 MG Oral Tablet [BC Headache],SBD,A01AD05|B01AC06|N02BA01|N02BA05|N06BC01,N02BA05|N06BC01,A2-combo-multi,,
308793,boric acid 0.05 MG/MG Ophthalmic Ointment,SCD,S01AX07,S02AA03,A4-combo-single,,
310595,gramicidin 0.025 MG/ML / neomycin 2.5 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Solution,SCD,S01AA03|S01AA18|S03AA01|S03AA03,R02AB30,A2-combo-multi,,
1090641,triamcinolone acetonide 0.0005 MG/MG Topical Ointment,SCD,D07AB09,A01AC01|H02AB08|R01AD11,A4-combo-single,,
