rxcui,atcprod_l4s,candidate_l5,coverage
248411,D01AE,D01AE12,COVERED
1667872,,,MISS
1664645,,,MISS
1099575,,,MISS
1000128,L02AB,L02AB02,COVERED
858836,,,MISS
1000642,,,MISS
1045481,,,MISS
847741,J05AR,J05AR10,COVERED
1053247,,,MISS
1665214,,,MISS
248249,,,MISS
425101,,,MISS
1665459,M01AB,M01AB15,COVERED
1000672,,,MISS
1737850,V03AB,V03AB17,COVERED
1039391,,,MISS
1234552,D04AB,D04AB07,COVERED
1657122,,,MISS
213556,,,MISS
2180420,,,MISS
1046963,,,MISS
800687,,,MISS
617304,J01CR,,COVERED
1000673,S01AB,S01AB04,COVERED
801145,,,MISS
1101940,,,MISS
1658265,B05XA,B05XA05,COVERED
308085,A02AD,,COVERED
1190750,,,MISS
208947,,,MISS
259581,S01XA,,COVERED
857403,,,MISS
211726,,,MISS
313248,S01AA,S01AA09,COVERED
858797,,,MISS
1038908,,,MISS
858374,J01AA,J01AA08,COVERED
544754,,,MISS
1741930,,,MISS
212462,A02AC,A02AC01,COVERED
2047247,L04AF,L04AF02,COVERED
242816,J01GB,J01GB03,COVERED
1791230,,,MISS
261280,N02BF,N02BF01,COVERED
1293042,,,MISS
486109,D11AA,,COVERED
1804178,D08AX,D08AX08,COVERED
1737744,C01BB,C01BB01,COVERED
1876395,D08AJ,D08AJ08,COVERED
1294382,,,MISS
1298255,,,MISS
1294557,,,MISS
1299879,,,MISS
212094,D04AX,,COVERED
1293311,A03BA,A03BA01,COVERED
1310589,,,MISS
1359029,,,MISS
1367691,,,MISS
1358843,R01BA,R01BA03,COVERED
1436374,,,MISS
1430054,D01AE,D01AE04,COVERED
1439953,,,MISS
1244199,D03AX,,COVERED
1302680,A11CB,,COVERED
198153,M04AC,M04AC01,COVERED
1362704,R02AA,R02AA06,COVERED
1482662,,,MISS
1483223,,,MISS
1545688,,,MISS
1549304,,,MISS
1540356,D07AA,D07AA02,COVERED
197406,,,MISS
1441563,D11AC,,COVERED
1249096,,,MISS
1293739,B05BB,,COVERED
1790167,L01EX,L01EX07,COVERED
1250751,,,MISS
1293858,,,MISS
1294262,,,MISS
1313987,,,MISS
1540235,S01FB,S01FB01,COVERED
1371361,,,MISS
1293344,R01BA,R01BA02,COVERED
1746915,J06BC,J06BC04,COVERED
1538294,,,MISS
1442122,M01AB,M01AB05,COVERED
1294589,D04AA,D04AA32,COVERED
1300382,J07AJ,,COVERED
1543069,D04AB,D04AB01,COVERED
1540507,R01BA,R01BA03,COVERED
1547767,R02AA,R02AA06,COVERED
1358640,,,MISS
1374389,,,MISS
1356815,R01BA,R01BA03,COVERED
1293491,R01BA,R01BA03,COVERED
1243415,A12AX,,COVERED
1421893,D04AB,D04AB01,COVERED
1359345,D06AX,D06AX05,COVERED
1435159,D01AE,D01AE04,COVERED
1235262,S01XA,,COVERED
1813112,G03AA,,COVERED
1488047,D10AD,D10AD01,COVERED
1483141,D02AA,,COVERED
1493276,J05AB,J05AB01,COVERED
1433802,N02AJ,,COVERED
1549401,D04AB,D04AB01,COVERED
1494825,D10AF,D10AF06,COVERED
1292923,D08AB,,COVERED
1855744,,,MISS
1876498,,,MISS
1244523,,,MISS
1294381,,,MISS
1596005,A01AA,A01AA01,COVERED
1305770,,,MISS
1361021,C04AB,C04AB01,COVERED
1542942,,,MISS
1248011,,,MISS
1494827,D10AF,D10AF06,COVERED
1305337,D02AB,,COVERED
1795950,A02AH,,COVERED
1599495,,,MISS
1421552,D02AB,,COVERED
1442980,D02AA,,COVERED
1604336,G01AF,G01AF01,COVERED
1245976,S01KA,,COVERED
1593881,R01AX,,COVERED
1250471,,,MISS
631715,,,MISS
629417,,,MISS
1302833,A08AA,A08AA01,COVERED
672582,,,MISS
745302,,,MISS
892118,,,MISS
1487371,D11AF,,COVERED
204589,,,MISS
1603845,J01DD,J01DD02,COVERED
204709,,,MISS
759494,R01BA,R01BA03,COVERED
205234,,,MISS
199870,M02AB,M02AB01,COVERED
867510,,,MISS
312016,C01DA,C01DA02,COVERED
310869,D07AA,D07AA02,COVERED
900138,S01XA,,COVERED
901190,,,MISS
1988751,D01AE,D01AE12,COVERED
647869,,,MISS
672248,,,MISS
1550964,G03FA,,COVERED
351179,R01AX,,COVERED
744636,C09DB,,COVERED
895526,,,MISS
309345,,,MISS
707922,,,MISS
998426,D07CA,,COVERED
348025,A11EB,,COVERED
891522,A11EB,,COVERED
891438,,,MISS
896876,,,MISS
748325,B02BD,B02BD30,COVERED
861960,N06BA,N06BA13,COVERED
94188,,,MISS
308899,,,MISS
310684,,,MISS
687064,J05AR,J05AR05,COVERED
794229,B01AC,B01AC06,COVERED
995125,R05DA,R05DA04,COVERED
309692,S01BA,S01BA01,COVERED
206373,,,MISS
876425,,,MISS
861083,B03AE,,COVERED
198303,H02AB,H02AB08,COVERED
205683,,,MISS
898694,A12AX,,COVERED
994430,N02BA,N02BA01,COVERED
2049533,D04AB,D04AB01,COVERED
880657,,,MISS
900420,,,MISS
1088800,A12AX,,COVERED
1090777,,,MISS
308913,,,MISS
198314,,,MISS
198304,,,MISS
993066,,,MISS
861956,,,MISS
204499,G03CB,G03CB02,COVERED
205717,H02AB,H02AB02,COVERED
998254,R01BA,R01BA02,COVERED
979381,,,MISS
993781,N02AJ,N02AJ06,COVERED
309149,,,MISS
899688,C01DA,C01DA02,COVERED
198745,,,MISS
205747,,,MISS
308724,L01XF,L01XF03,COVERED
308411,N02BA,N02BA01,COVERED
808900,A11JA,,COVERED
205162,D01AE,D01AE12,COVERED
805013,,,MISS
834784,,,MISS
831391,D01AC,D01AC02,COVERED
866486,A02AC,A02AC01,COVERED
351068,G03CB,G03CB01,COVERED
802720,,,MISS
806413,,,MISS
211598,,,MISS
904462,M05BB,,COVERED
210823,,,MISS
211202,,,MISS
211201,,,MISS
199055,P01AB,P01AB01,COVERED
2119808,,,MISS
312888,D11AF,,COVERED
2171258,,,MISS
2180419,,,MISS
211591,D07AA,D07AA02,COVERED
1092459,,,MISS
211832,B01AC,B01AC06,COVERED
857004,N02AJ,,COVERED
1094216,,,MISS
213502,L01XF,L01XF02,COVERED
1095372,,,MISS
1150496,,,MISS
1233720,,,MISS
1234580,,,MISS
210111,A02AC,A02AC01,COVERED
215850,A12AA,A12AA04,COVERED
404537,,,MISS
1233694,D04AB,D04AB07,COVERED
616910,,,MISS
1234539,D04AB,D04AB07,COVERED
859031,,,MISS
1012690,,,MISS
1001085,,,MISS
1037379,,,MISS
1190122,S01KA,,COVERED
1234240,G04BE,G04BE01,COVERED
580294,D01AC,D01AC14,COVERED
1047793,,,MISS
1085771,,,MISS
244487,,,MISS
1658695,,,MISS
856825,N06CA,,COVERED
213630,,,MISS
1038559,D09AA,D09AA11,COVERED
1053327,N02BA,N02BA01,COVERED
1039030,,,MISS
252006,M02AB,M02AB01,COVERED
1040050,,,MISS
1046314,,,MISS
1049634,,,MISS
1020364,D08AX,D08AX08,COVERED
1086006,,,MISS
244535,,,MISS
1661432,,,MISS
205820,,,MISS
1041882,D08AX,D08AX08,COVERED
206839,,,MISS
577232,D02AB,,COVERED
243797,A11CA,A11CA02,COVERED
804567,,,MISS
205843,J01CR,J01CR04,COVERED
214080,,,MISS
846127,D08AC,D08AC02,COVERED
209970,N01BA,N01BA03,COVERED
996512,R05FA,,COVERED
312219,,,MISS
1099446,R01BA,R01BA02,COVERED
836368,R03BB,R03BB01,COVERED
205788,,,MISS
210248,A12CD,A12CD01,COVERED
207058,,,MISS
996623,,,MISS
995040,,,MISS
314012,,,MISS
825321,D06BB,D06BB03,COVERED
849668,,,MISS
210347,D04AX,,COVERED
211254,,,MISS
1993067,D08AX,D08AX01,COVERED
832907,,,MISS
997415,R01BA,R01BA02,COVERED
1146712,,,MISS
1233540,,,MISS
858346,M01AB,M01AB05,COVERED
404507,A02AF,,COVERED
1000118,,,MISS
1048044,,,MISS
1050336,,,MISS
1234546,D04AB,D04AB07,COVERED
247973,,,MISS
1665227,,,MISS
1049179,R01BA,R01BA02,COVERED
1049371,D08AJ,D08AJ01,COVERED
1049633,R06AA,R06AA02,COVERED
1723988,,,MISS
1111341,,,MISS
261281,N02BF,N02BF01,COVERED
858875,,,MISS
1046838,,,MISS
1193046,A11JC,,COVERED
1053701,,,MISS
1664664,,,MISS
1090076,R06AA,R06AA02,COVERED
432638,,,MISS
1037065,,,MISS
2117609,,,MISS
580001,S01XA,,COVERED
2182351,,,MISS
1723996,D04AB,D04AB01,COVERED
1733865,D04AB,D04AB06,COVERED
416212,D11AF,,COVERED
1046644,S01GA,S01GA01,COVERED
237506,,,MISS
1657013,L01FX,L01FX04,COVERED
1149381,,,MISS
1657362,J06BD,J06BD01,COVERED
211754,,,MISS
1149667,G03AB|G03AA|G03CA,G03AB03|G03AA08|G03CA01,COVERED
1049095,D08AJ,D08AJ08,COVERED
545122,,,MISS
207273,C01DA,C01DA02,COVERED
857123,,,MISS
858777,,,MISS
1012228,G01AE,,COVERED
1006114,,,MISS
1039397,,,MISS
242049,,,MISS
1660761,,,MISS
1113058,,,MISS
374474,D02AB,,COVERED
1052770,,,MISS
1802555,,,MISS
562106,S01KA,,COVERED
1865199,,,MISS
1799434,C01DA,C01DA02,COVERED
1807552,B05XA,B05XA03,COVERED
248279,D02AB,,COVERED
1875237,D04AB,D04AB01,COVERED
197305,S02AA,S02AA10,COVERED
1242401,R01BA,R01BA02,COVERED
1250478,,,MISS
1294574,,,MISS
1245389,A12CC,A12CC01,COVERED
1811763,G03AC,G03AC01,COVERED
1299682,,,MISS
1293482,,,MISS
1310485,,,MISS
1374385,,,MISS
1439968,,,MISS
1246586,D04AB|C05AA,D04AB07|C05AA01,COVERED
1442848,,,MISS
1484895,,,MISS
1246604,D03AX,,COVERED
1485075,,,MISS
1489374,,,MISS
1537336,,,MISS
1537194,,,MISS
1544558,,,MISS
1552573,,,MISS
1599785,,,MISS
1291383,,,MISS
1359127,G03FA,,COVERED
1370750,,,MISS
1426861,,,MISS
197703,J02AX,J02AX01,COVERED
1250734,,,MISS
1367429,,,MISS
1374392,,,MISS
1429379,,,MISS
198098,,,MISS
860745,A04AD,,COVERED
1811916,B01AC,B01AC06,COVERED
1940239,,,MISS
1309063,,,MISS
1422172,D04AB,D04AB01,COVERED
1363826,,,MISS
197735,D06AX,D06AX07,COVERED
1534788,,,MISS
1860239,A12BA,A12BA01,COVERED
1812434,D05BA,D05BA02,COVERED
1248448,,,MISS
1362948,,,MISS
1801295,A12BA,A12BA01,COVERED
1364100,,,MISS
1545172,,,MISS
1543172,D11AF,,COVERED
1599816,,,MISS
744790,,,MISS
1247576,S01JA,S01JA01,COVERED
1298953,L01FD,L01FD02,COVERED
644287,D04AB,D04AB06,COVERED
645651,,,MISS
753273,,,MISS
1602161,D02AA,,COVERED
1432514,D02AB,,COVERED
1485220,D02AA,,COVERED
1648122,D02AB,,COVERED
727995,B05XA,B05XA02,COVERED
702022,,,MISS
1440191,D02AA,,COVERED
310474,,,MISS
900500,,,MISS
1923410,A07FA,,COVERED
308857,,,MISS
311953,,,MISS
801636,,,MISS
198302,,,MISS
686538,,,MISS
309350,,,MISS
204627,,,MISS
206526,,,MISS
312139,D01AC,D01AC11,COVERED
802049,,,MISS
806384,,,MISS
308494,,,MISS
896870,,,MISS
618285,,,MISS
702662,,,MISS
636830,,,MISS
2050430,,,MISS
312882,D01AE,D01AE12,COVERED
2056670,N02CD,N02CD01,COVERED
636559,P01AB,P01AB01,COVERED
1087238,B03AE,,COVERED
758487,,,MISS
692836,N02BE,N02BE01,COVERED
315048,,,MISS
763484,D04AB,D04AB04,COVERED
830638,,,MISS
701984,S01XA,,COVERED
310230,G03AB|G03AA,G03AB03|G03AA08,COVERED
979415,R03AB,R03AB03,COVERED
884196,,,MISS
884198,C02LC,,COVERED
309785,,,MISS
310325,B03AA,B03AA07,COVERED
91348,D08AX,D08AX01,COVERED
903316,H03AA,H03AA02,COVERED
808357,N01BA,N01BA05,COVERED
668664,,,MISS
310466,S01AA,S01AA11,COVERED
313786,S02CA,,COVERED
1088926,C01EX,,COVERED
656780,,,MISS
809555,A12AX,,COVERED
668606,L01XH,L01XH01,COVERED
309767,,,MISS
312260,,,MISS
727820,B05XA,B05XA03,COVERED
199239,A09AB,,COVERED
797023,H02AB,H02AB02,COVERED
312879,,,MISS
340276,,,MISS
199159,L01XF,L01XF01,COVERED
831834,,,MISS
308323,,,MISS
309336,J01FF,J01FF01,COVERED
754766,,,MISS
749759,,,MISS
706461,J01FF,J01FF01,COVERED
377010,A16AX,,COVERED
750254,,,MISS
1088885,,,MISS
2049593,C08CA,C08CA01,COVERED
750244,G03AA,,COVERED
206514,,,MISS
748974,,,MISS
672149,L01EH,L01EH01,COVERED
746083,S01XA,,COVERED
359937,,,MISS
800294,,,MISS
798115,D10AF,D10AF02,COVERED
199012,A01AB,A01AB02,COVERED
313144,S01AB,S01AB02,COVERED
806674,,,MISS
853460,,,MISS
349351,D07AB,D07AB08,COVERED
800862,,,MISS
2045196,G03AA,,COVERED
208559,,,MISS
857586,,,MISS
1091828,,,MISS
1099159,,,MISS
1099400,,,MISS
1113693,,,MISS
1116365,,,MISS
403855,C09DA,,COVERED
213088,J05AR,J05AR01,COVERED
476825,,,MISS
212033,N02BA|C10BX,N02BA01,COVERED
606947,N02BE,N02BE01,COVERED
2109530,R01AX,,COVERED
858798,N02AJ,N02AJ23,COVERED
476549,A02AD,,COVERED
1112810,A02AD,,COVERED
859234,,,MISS
477031,D02AF,,COVERED
615107,B05BB,,COVERED
1006791,,,MISS
1013089,,,MISS
1012015,,,MISS
1012583,,,MISS
1000131,L02AB,L02AB02,COVERED
1049918,,,MISS
213568,,,MISS
858967,R05FA,,COVERED
1038834,D08AJ,D08AJ01,COVERED
1189036,,,MISS
1119573,A11AA,,COVERED
243670,B01AC|C10BX,B01AC06,COVERED
858866,,,MISS
1020407,,,MISS
1038824,,,MISS
1044412,D02AB,,COVERED
1046562,,,MISS
1046918,,,MISS
252591,,,MISS
1086613,S01XA,,COVERED
259287,A11CB,,COVERED
260384,,,MISS
282746,,,MISS
857824,,,MISS
1098584,D11AF,,COVERED
1012000,,,MISS
1113536,,,MISS
1052647,R01BA,R01BA03,COVERED
210838,,,MISS
1092678,,,MISS
283077,H02AB,H02AB06,COVERED
1116369,,,MISS
1038741,D09AA,D09AA11,COVERED
207216,,,MISS
851210,,,MISS
829757,B05XA,B05XA05,COVERED
857430,R06AA,R06AA04,COVERED
313806,,,MISS
1092447,R06AA,R06AA02,COVERED
208451,,,MISS
210050,,,MISS
213275,,,MISS
1190834,,,MISS
1232719,,,MISS
858774,,,MISS
605118,,,MISS
1043479,,,MISS
105330,,,MISS
1047759,,,MISS
1000487,G03FA|G03CA,G03CA57,COVERED
1010035,N01BB,N01BB02,COVERED
1041780,D08AX,D08AX08,COVERED
1037204,D08AG,D08AG02,COVERED
1091403,D11AC,,COVERED
1086475,,,MISS
106258,D07AA,D07AA02,COVERED
260407,,,MISS
404592,,,MISS
1729511,D07AA,D07AA02,COVERED
1000715,,,MISS
856467,G03AA|G03AB,,COVERED
1000935,,,MISS
608934,G01AF,G01AF01,COVERED
249469,A01AD,A01AD07,COVERED
260402,,,MISS
260947,,,MISS
1657066,L01FG,L01FG01,COVERED
1011875,D10AF,D10AF06,COVERED
562360,S01KA,,COVERED
1234575,,,MISS
1001062,,,MISS
106078,D07CA,,COVERED
999653,,,MISS
831841,,,MISS
1053158,D02AA,,COVERED
238851,D08AG,D08AG02,COVERED
849315,,,MISS
198601,D04AB,D04AB02,COVERED
1090443,R01BA,R01BA03,COVERED
377766,G01AF,G01AF04,COVERED
213503,,,MISS
857851,,,MISS
1005771,,,MISS
1010297,,,MISS
1047040,,,MISS
1039265,,,MISS
1193293,R01BA,R01BA03,COVERED
346508,C01EB,C01EB03,COVERED
1806938,,,MISS
1944524,,,MISS
1235322,,,MISS
1246573,,,MISS
1246538,,,MISS
1745091,D04AB,D04AB01,COVERED
1043300,A11JC,,COVERED
1248912,,,MISS
1359152,,,MISS
1367213,,,MISS
1430115,,,MISS
1795344,B05BB,,COVERED
1795480,B05BA,,COVERED
1483190,,,MISS
1294591,D04AA,D04AA32,COVERED
1546288,,,MISS
1549214,,,MISS
198116,A12BA,A12BA01,COVERED
1593886,,,MISS
1437725,R06AA,R06AA02,COVERED
1242125,,,MISS
1242101,,,MISS
1243999,,,MISS
1792707,R05FA,,COVERED
1244547,,,MISS
1440002,G01AF,G01AF04,COVERED
1608253,G01AF,G01AF01,COVERED
1855057,J06BC,J06BC03,COVERED
1867552,A12BA,A12BA01,COVERED
1247256,,,MISS
1250174,,,MISS
1248059,,,MISS
1251885,,,MISS
1293710,,,MISS
1294194,,,MISS
1294255,,,MISS
1299698,,,MISS
1376070,,,MISS
153658,,,MISS
1246528,C05AA,C05AA01,COVERED
1293861,D04AB,D04AB07,COVERED
1876669,,,MISS
1359349,D06AX,D06AX05,COVERED
1927660,,,MISS
1250729,,,MISS
1309069,,,MISS
1919094,L01EX,L01EX10,COVERED
1792398,B05CX,,COVERED
1424847,,,MISS
1314685,B03AE,,COVERED
1359360,D06AX,D06AX04,COVERED
1305910,B02BC,B02BC06,COVERED
1942959,L01FB,L01FB01,COVERED
1369756,R01BA,R01BA02,COVERED
1436929,,,MISS
141859,D06BB,D06BB03,COVERED
1367375,D11AC,,COVERED
1599137,A01AB,,COVERED
1249628,,,MISS
1490057,C01CA,C01CA24,COVERED
1593733,D04AB,D04AB01,COVERED
1424013,,,MISS
197804,M01AE,M01AE01,COVERED
1251688,D06BX,D06BX01,COVERED
1291083,R02AA,R02AA06,COVERED
1869821,D11AX,D11AX27,COVERED
618651,,,MISS
1536931,R01BA,R01BA03,COVERED
1485895,D11AC,,COVERED
197367,D01AE,,COVERED
1432261,N02BE,N02BE01,COVERED
890858,,,MISS
1536840,R01BA,R01BA03,COVERED
700499,V03AB,V03AB33,COVERED
895040,,,MISS
706872,S01AA,S01AA26,COVERED
1598052,S01XA,,COVERED
310681,,,MISS
992787,,,MISS
668292,A12AX,,COVERED
749329,D10AD,D10AD01,COVERED
206296,,,MISS
998558,,,MISS
311431,A12CC,A12CC10,COVERED
900393,,,MISS
749853,G03AA|G03AB,,COVERED
1987646,D10AD,D10AD01,COVERED
902282,,,MISS
313943,,,MISS
647253,D01AC,D01AC08,COVERED
309344,,,MISS
311678,D06BX,D06BX01,COVERED
308718,H02AB,H02AB01,COVERED
2043252,D11AF,,COVERED
1999657,R06AA,R06AA09,COVERED
2003670,B02BC,B02BC06,COVERED
309288,B06AA,B06AA04,COVERED
745560,,,MISS
308303,,,MISS
308717,,,MISS
308901,A02AC,A02AC01,COVERED
312182,,,MISS
993943,N02AJ,,COVERED
882536,G01AA,G01AA10,COVERED
708071,D02AB,,COVERED
198248,N01BA,N01BA03,COVERED
801398,,,MISS
198488,N01BA,N01BA05,COVERED
205964,J01FF,J01FF01,COVERED
317145,D08AG,D08AG02,COVERED
308939,D04AX,,COVERED
309338,,,MISS
308842,,,MISS
310586,,,MISS
200010,D02AA,,COVERED
1088712,,,MISS
312894,,,MISS
310972,,,MISS
761974,,,MISS
746023,C07CB,,COVERED
750243,,,MISS
979499,,,MISS
979379,R03AB,R03AB03,COVERED
896878,,,MISS
995613,B03AA,B03AA07,COVERED
884191,,,MISS
309911,,,MISS
312354,,,MISS
309876,,,MISS
206950,,,MISS
828346,,,MISS
701678,A02AF,,COVERED
312505,A12BA,A12BA01,COVERED
900141,S01XA,,COVERED
1991509,A06AD,A06AD02,COVERED
729941,,,MISS
312015,,,MISS
968993,,,MISS
198252,J01AA|A02BD,J01AA07,COVERED
204637,,,MISS
200015,A11JA,,COVERED
200059,N05CM,N05CM05,COVERED
205798,,,MISS
904429,D07AC|D02AX,,COVERED
1089990,D08AJ,D08AJ01,COVERED
1995293,N01BC,N01BC01,COVERED
2048005,D04AB,D04AB01,COVERED
996959,,,MISS
312911,,,MISS
315157,,,MISS
198759,C04AC,C04AC01,COVERED
831398,,,MISS
996708,R05FA,,COVERED
834131,,,MISS
315211,,,MISS
208950,,,MISS
209017,,,MISS
210057,,,MISS
847225,H02AB,H02AB02,COVERED
212285,,,MISS
2099778,D08AX,D08AX01,COVERED
213721,,,MISS
2102837,D01AE|D02AF,D01AE12,COVERED
211343,D06BB,D06BB06,COVERED
856720,N06CA,,COVERED
856944,N02AJ,,COVERED
1092456,,,MISS
1099486,,,MISS
210142,D11AF,,COVERED
2181307,N02BE,N02BE01,COVERED
1116922,,,MISS
1095421,B03AA,B03AA07,COVERED
1099770,R01BA,R01BA02,COVERED
1190438,,,MISS
1101555,R01BA,R01BA03,COVERED
1190646,,,MISS
209002,S01BA,S01BA04,COVERED
403940,,,MISS
312990,B05CB,B05CB01,COVERED
403942,,,MISS
1114847,M01AX,M01AX25,COVERED
404536,,,MISS
1148644,R05CA,R05CA03,COVERED
859176,,,MISS
857736,,,MISS
860254,,,MISS
1001713,,,MISS
2048017,A03CB,,COVERED
602427,G01AA,G01AA10,COVERED
1012574,,,MISS
1045450,,,MISS
1046688,,,MISS
428485,A12AX,,COVERED
402252,G03FA,,COVERED
1049114,,,MISS
605662,D11AA,,COVERED
1085696,,,MISS
1012345,D07XA,D07XA01,COVERED
282764,,,MISS
1658278,,,MISS
211141,,,MISS
1039185,D02AB,,COVERED
1086474,R05CA,R05CA02,COVERED
1190041,,,MISS
858757,,,MISS
1657074,L01FG,L01FG01,COVERED
103572,,,MISS
211666,D06BX,D06BX01,COVERED
1043330,,,MISS
1115898,D10AF,D10AF06,COVERED
237865,A02AD,,COVERED
1046512,D04AB,D04AB01,COVERED
1053697,D07CB,,COVERED
1049184,,,MISS
1012118,,,MISS
1049127,,,MISS
1046877,,,MISS
247294,,,MISS
205771,,,MISS
307757,,,MISS
1048903,D01AE,D01AE12,COVERED
809204,,,MISS
833706,,,MISS
847629,,,MISS
848182,,,MISS
210008,,,MISS
210010,,,MISS
1049289,R06AA,R06AA02,COVERED
261178,D01AA,D01AA01,COVERED
212421,,,MISS
213217,,,MISS
259586,B03AA,B03AA07,COVERED
1099764,,,MISS
314109,,,MISS
857525,,,MISS
359936,,,MISS
208920,,,MISS
226552,N05CM,N05CM05,COVERED
210535,,,MISS
1112686,,,MISS
237402,,,MISS
1189673,,,MISS
1232720,,,MISS
616513,,,MISS
616770,,,MISS
1116729,D08AJ,D08AJ01,COVERED
208560,S01ED,S01ED01,COVERED
859943,,,MISS
2120195,N02CD,N02CD01,COVERED
1020199,,,MISS
1049266,,,MISS
1053861,,,MISS
244099,,,MISS
260391,,,MISS
562253,J01CR,,COVERED
1049213,N01BA,N01BA05,COVERED
859066,M01AB,M01AB05,COVERED
2106743,A07BB,,COVERED
1116552,,,MISS
616787,,,MISS
1666372,C01CA,C01CA06,COVERED
859331,,,MISS
1667911,C01CA,C01CA02,COVERED
1012308,,,MISS
105446,N04BC,N04BC01,COVERED
1037113,,,MISS
284516,,,MISS
856706,N06CA,,COVERED
1733863,C05AD,C05AD01,COVERED
1011851,D04AB,D04AB01,COVERED
1000001,C09DX,,COVERED
1095684,,,MISS
858761,,,MISS
260502,D02AB,,COVERED
252971,C05AD,C05AD03,COVERED
1006196,,,MISS
1737581,J01FF,J01FF01,COVERED
1738590,H02AB,H02AB09,COVERED
1013046,,,MISS
1737742,C01BB,C01BB01,COVERED
1048138,,,MISS
1085647,,,MISS
1006684,D10AF,D10AF06,COVERED
1012681,R01BA,R01BA02,COVERED
1086701,,,MISS
1190779,,,MISS
308058,,,MISS
425103,,,MISS
311453,,,MISS
1020055,,,MISS
259196,S01XA,,COVERED
311958,,,MISS
349116,,,MISS
310150,D10AF,D10AF02,COVERED
1094179,,,MISS
826662,,,MISS
1113435,,,MISS
244637,D02AB,,COVERED
597658,,,MISS
1047508,,,MISS
1192986,A06AG,,COVERED
2049133,L01EE,L01EE03,COVERED
406689,,,MISS
616285,L01EX,L01EX01,COVERED
859203,B05XA,B05XA03,COVERED
1788876,,,MISS
483438,N02BF,N02BF02,COVERED
1040048,A02AF,,COVERED
1797515,,,MISS
1737637,C01BB,C01BB01,COVERED
1807631,B05XA,B05XA03,COVERED
1794887,B05BB,,COVERED
1795477,B05BA,,COVERED
197519,D10AF,D10AF01,COVERED
1241663,D08AX,D08AX08,COVERED
1291082,,,MISS
1291092,,,MISS
1922512,L01FD,L01FD01,COVERED
2107300,D04AX,,COVERED
1863605,B05BB,,COVERED
545259,S01CA,,COVERED
1294008,,,MISS
1294475,,,MISS
1307224,,,MISS
1358764,,,MISS
1370752,,,MISS
1359266,,,MISS
1491015,,,MISS
1534814,,,MISS
1244675,R05CA,R05CA03,COVERED
1305269,C01CA,C01CA24,COVERED
1307051,D08AX,D08AX08,COVERED
1539198,,,MISS
1547589,,,MISS
1606045,,,MISS
1591999,,,MISS
1241901,,,MISS
1651001,D04AB,D04AB01,COVERED
1442130,M01AB,M01AB05,COVERED
1942847,D01AE,D01AE12,COVERED
1648110,D06AX,D06AX05,COVERED
1422174,,,MISS
1293859,D04AB,D04AB07,COVERED
1921129,M02AC,,COVERED
1862590,L01XK,L01XK03,COVERED
1424021,,,MISS
1797884,R01AC,R01AC03,COVERED
1310503,R01BA,R01BA03,COVERED
1359350,D06AX,D06AX05,COVERED
1535361,,,MISS
1729543,,,MISS
1736015,,,MISS
1307104,,,MISS
1298345,,,MISS
1424388,,,MISS
1485222,,,MISS
1598084,,,MISS
1856270,,,MISS
1721583,L01EB,L01EB04,COVERED
1300295,,,MISS
1364855,A11AA,,COVERED
1432962,,,MISS
1541610,,,MISS
1596940,,,MISS
1923432,S01ED,S01ED01,COVERED
1372298,C05AX,C05AX06,COVERED
197693,,,MISS
645923,,,MISS
1367082,D08AJ,D08AJ01,COVERED
142046,G01AF,G01AF01,COVERED
1492403,D02AB,,COVERED
670084,H02AB,H02AB01,COVERED
701983,,,MISS
705129,C01DA,C01DA02,COVERED
1483554,G03FA,,COVERED
795097,,,MISS
1488578,D11AC,,COVERED
749875,,,MISS
656882,D10AD,D10AD01,COVERED
1293103,D02AX,,COVERED
902221,,,MISS
902285,,,MISS
94186,,,MISS
311210,,,MISS
992675,,,MISS
2002067,,,MISS
2047186,,,MISS
205068,,,MISS
308489,,,MISS
724568,G01AA,G01AA01,COVERED
1089078,D08AJ,D08AJ01,COVERED
700777,,,MISS
309171,,,MISS
745292,,,MISS
2003650,,,MISS
2048893,,,MISS
904773,D10AF,D10AF06,COVERED
801445,,,MISS
730861,C09DB,,COVERED
800273,B05BA,,COVERED
995034,,,MISS
2049016,D04AB,D04AB01,COVERED
1090639,B05BA,,COVERED
800637,,,MISS
762332,,,MISS
2043247,D11AF,,COVERED
308677,,,MISS
312350,,,MISS
308912,,,MISS
795642,,,MISS
404083,,,MISS
899690,C01DA,C01DA02,COVERED
831833,,,MISS
991180,,,MISS
763089,,,MISS
861202,,,MISS
900105,,,MISS
310543,,,MISS
618333,,,MISS
707275,,,MISS
885111,,,MISS
206228,D10AF,D10AF02,COVERED
309451,,,MISS
864675,P01BB,P01BB01,COVERED
198472,,,MISS
1997446,,,MISS
204749,A11HA,,COVERED
313596,S01AD,S01AD06,COVERED
207048,,,MISS
745512,,,MISS
198557,,,MISS
206876,,,MISS
1992303,S01ED,S01ED01,COVERED
753543,G03AA,,COVERED
312504,A12BA,A12BA01,COVERED
1995471,D11AC,,COVERED
750242,G03AA,,COVERED
198605,D02AA,,COVERED
998535,,,MISS
749852,G03AB|G03AA,,COVERED
801874,,,MISS
825181,,,MISS
831298,,,MISS
994539,M03BC,M03BC01,COVERED
831260,,,MISS
856810,,,MISS
309270,A03FA,,COVERED
829539,D10AD,D10AD03,COVERED
312910,S01FA,S01FA02,COVERED
352257,N07XX,N07XX04,COVERED
207380,,,MISS
